File Name,cohesion,syntax,vocabulary,phraseology,grammar,conventions,Total Marks
essay1.jpg,3.27,2.52,3.77,3.09,3.29,2.77,62.36666666666667
essay2.jpg,3.18,2.71,3.5,2.77,2.61,2.83,58.666666666666664
